CardID,MaritalStatus,NumChildren,LoS,HHIncomeMed
"C0100167445","M",2,0.336986,64606.769005
"C0100167717","M",1,1.367123,77688.833277
"C0100167847","S",4,2.172603,52834.559160
"C0100168020","S",0,0.142466,60771.202734
"C0100168153","",0,0.372603,46583.147679
"C0100168209","M",1,0.465753,55869.319742
"C0100168348","M",1,1.473973,69703.360088
"C0100168910","S",0,-0.600000,73783.684805
"C0100169151","M",1,2.668493,68018.127995
"C0100169274","S",0,1.616438,47996.765038
"C0100169447","",0,2.775342,64761.192663
"C0100169568","M",1,0.139726,44440.748314
"C0100169654","",2,0.432877,70130.619221
"C0100169707","S",0,0.027397,32200.384533
"C0100169819","",1,1.126027,56922.208319
"C0100169907","S",0,2.802740,87109.286782
"C0100170507","M",2,0.093151,47951.597644
"C0100170777","M",1,1.701370,46921.903134
"C0100170971","M",2,1.257534,32178.411206
"C0100171431","S",0,1.698630,44439.527573
"C0100171511","S",0,2.547945,67668.996246
"C0100171636","",1,0.635616,45427.716910
"C0100171930","S",0,1.712329,27755.668813
"C0100171993","S",0,2.589041,71783.501694
"C0100172416","M",5,1.013699,62021.240883
"C0100172663","S",0,-0.471233,41019.013031
"C0100172735","",0,0.972603,47890.560625
"C0100173119","",1,1.082192,75110.629597
"C0100173452","M",0,1.772603,82942.899869
"C0100173494","",0,2.602740,83718.680380
"C0100173612","",1,2.369863,44401.074252
"C0100173838","M",5,1.778082,62645.649586
"C0100174129","S",0,1.526027,29132.053591
"C0100174316","S",2,1.142466,63854.792932
"C0100174700","M",2,-0.523288,47991.271706
"C0100174775","S",0,2.153425,30068.361461
"C0100175096","",1,2.082192,65872.676778
"C0100175154","M",2,2.276712,63904.843287
"C0100175646","M",3,0.731507,52480.544450
"C0100175719","S",0,1.312329,86498.306223
"C0100175833","S",1,2.178082,88015.076144
"C0100176580","M",0,0.739726,47957.090976
"C0100177468","M",1,0.860274,46591.692862
"C0100177589","M",2,2.367123,56425.977355
"C0100177895","M",1,0.789041,38210.089419
"C0100178052","",0,-0.778082,71796.929838
"C0100178169","S",0,0.284932,85823.847163
"C0100178540","M",2,2.191781,49525.742363
"C0100178565","S",2,0.871233,71804.254280
"C0100178884","",0,0.298630,64078.188421
"C0100178931","",1,1.186301,42161.626026
"C0100179542","S",1,2.273973,41266.823328
"C0100179571","",0,2.358904,49357.890561
"C0100179831","S",3,1.531507,36414.380322
"C0100180076","S",2,0.909589,50961.943419
"C0100180100","S",0,2.413699,36828.211310
"C0100180554","",0,2.567123,35864.436781
"C0100180847","",1,1.769863,68947.721793
"C0100180956","M",2,0.410959,71750.541704
"C0100180990","M",2,0.964384,55913.266396
"C0100181209","",0,0.120548,29981.688894
"C0100181514","M",2,1.460274,30087.282937
"C0100181550","S",1,1.375342,65905.026399
"C0100181819","",2,0.660274,46582.537309
"C0100181832","M",3,0.109589,52155.827509
"C0100182139","M",5,1.158904,43169.957579
"C0100182254","",2,1.315068,65027.924436
"C0100182478","M",2,0.290411,47994.933927
"C0100182769","S",0,2.879452,71792.657247
"C0100183635","",0,0.213699,45375.225074
"C0100184693","M",0,0.846575,88015.076144
"C0100184709","S",0,0.254795,41026.947844
"C0100184837","M",0,1.013699,50939.970092
"C0100185956","S",1,2.301370,88015.076144
"C0100185978","S",0,2.263014,68049.867244
"C0100186024","M",2,0.372603,54867.702261
"C0100186094","M",0,1.084932,65326.395459
"C0100186288","",2,0.663014,69681.386761
"C0100186488","M",0,0.731507,51872.615741
"C0100186917","S",0,0.750685,52567.827387
"C0100187021","M",1,2.134247,77734.611042
"C0100187500","",1,2.871233,64990.691855
"C0100187683","M",2,1.273973,50197.759941
"C0100188122","",1,2.972603,52474.440748
"C0100188991","",0,-0.723288,67958.922086
"C0100189543","S",1,2.939726,64983.367412
"C0100189936","S",0,2.342466,69670.400098
"C0100190309","M",2,-0.594521,71810.357982
"C0100190581","S",0,2.939726,84156.926176
"C0100191205","",0,-0.676712,54249.397259
"C0100191515","M",7,2.923288,62448.500015
"C0100191683","",0,0.769863,61673.329875
"C0100191761","",0,-0.805479,24440.137944
"C0100191791","S",4,2.605479,56317.941832
"C0100191864","S",0,0.819178,45350.199896
"C0100192651","M",3,0.142466,51038.239692
"C0100192811","M",1,1.947945,65184.789575
"C0100193108","S",3,-0.712329,59058.503983
"C0100193394","M",2,2.076712,47993.102817
"C0100193664","M",3,0.216438,36668.904691
"C0100193949","M",1,0.917808,61775.872066
"C0100194010","",0,2.926027,39794.610431
"C0100194062","",0,2.416438,87109.286782
"C0100194351","S",2,2.339726,88015.076144
"C0100194772","",0,-0.512329,48021.179846
"C0100195288","S",1,2.071233,67979.064302
"C0100195580","S",0,2.065753,21602.526933
"C0100195854","",0,0.172603,46469.008454
"C0100196285","M",1,1.345205,44001.281777
"C0100196309","",0,2.720548,61336.405530
"C0100196694","M",0,1.991781,45521.713919
"C0100197285","M",2,2.394521,41323.587756
"C0100197527","M",3,-0.526027,70311.288797
"C0100198028","",0,2.660274,28619.342631
"C0100198045","M",1,1.246575,45386.822108
"C0100198422","M",1,1.876712,68032.776879
"C0100198751","S",4,1.041096,85525.376141
"C0100198938","",0,1.794521,46594.744713
"C0100199017","S",0,0.542466,77669.301431
"C0100199348","S",0,1.435616,48012.634663
"C0100199890","S",0,1.778082,48200.018311
"C0100200126","S",0,2.624658,58721.579638
"C0100200237","S",3,-0.969863,69649.647511
"C0100200362","",0,-0.608219,88015.076144
"C0100200679","M",3,0.646575,58445.692312
"C0100200779","",0,1.287671,26081.423383
"C0100200842","",0,2.934247,52744.224372
"C0100200880","S",1,0.791781,88015.076144
"C0100200897","M",1,1.879452,31279.946287
"C0100200936","",5,-0.460274,58601.947081
"C0100201318","",0,2.175342,26547.746208
"C0100201521","S",0,0.600000,41958.983123
"C0100201947","M",1,1.671233,63373.210852
"C0100202212","",0,2.750685,69589.220862
"C0100202279","S",0,1.778082,56017.029328
"C0100202489","M",0,1.315068,33880.123295
"C0100202591","",0,2.734247,82919.705802
"C0100202614","M",2,2.202740,30989.410077
"C0100202952","S",0,1.309589,80144.352550
"C0100203124","",0,2.495890,57118.137150
"C0100203416","",5,0.293151,13452.253792
"C0100203586","M",1,1.449315,69245.582446
"C0100203664","",1,2.769863,82107.913450
"C0100203781","",0,2.789041,56529.740287
"C0100203869","S",0,2.673973,70875.270852
"C0100204012","M",2,2.758904,13452.253792
"C0100204154","S",0,2.884932,54860.377819
"C0100204303","M",1,0.038356,34561.906796
"C0100204629","S",1,1.224658,59115.878780
"C0100205054","S",0,0.964384,61803.949095
"C0100205222","M",1,0.879452,88015.076144
"C0100205678","M",0,0.816438,51889.706107
"C0100205733","M",4,2.591781,67016.510514
"C0100206045","M",3,2.189041,37876.216926
"C0100206070","",3,1.854795,55254.676962
"C0100206089","S",2,2.750685,32280.343028
"C0100206172","M",2,0.350685,51458.174383
"C0100206255","S",0,1.849315,48871.425520
"C0100206577","S",1,-0.495890,71849.421674
"C0100206626","S",0,-0.613699,56622.516556
"C0100206710","M",1,1.876712,23923.154393
"C0100206736","",0,1.619178,49766.228217
"C0100206808","M",1,2.923288,33888.668477
"C0100206831","M",3,2.331507,51765.190588
"C0100206853","S",1,2.950685,69269.386883
"C0100207155","",0,1.865753,65341.654714
"C0100207312","S",3,2.764384,84371.776482
"C0100207393","M",2,0.432877,62352.671896
"C0100207635","",1,0.868493,47999.816889
"C0100207839","",1,1.219178,55335.856197
"C0100208242","",0,-0.454795,54909.817804
"C0100208286","",0,2.865753,40976.287118
"C0100208425","S",0,2.221918,80450.148015
"C0100208834","S",0,0.139726,37959.227271
"C0100208926","M",1,1.227397,37461.775567
"C0100209083","M",1,-0.734247,46606.341746
"C0100209549","",0,2.104110,42703.024384
"C0100209609","M",0,1.917808,58698.995941
"C0100209637","M",0,-0.761644,67507.248146
"C0100209692","",1,2.232877,60005.188147
"C0100210235","S",3,1.512329,62764.061403
"C0100210305","S",3,0.627397,48502.761925
"C0100210344","M",1,0.906849,58374.279000
"C0100210650","M",1,1.572603,62424.085208
"C0100210810","",0,1.745205,22414.929655
"C0100210901","M",1,1.728767,82107.913450
"C0100211199","M",2,1.106849,55457.319864
"C0100211635","M",1,2.410959,66411.633656
"C0100211702","M",0,0.887671,40595.416120
"C0100211906","S",1,0.334247,88015.076144
"C0100211957","M",0,0.265753,65044.404431
"C0100212233","S",0,2.739726,70880.153813
"C0100212560","S",0,2.449315,88015.076144
"C0100212808","",0,1.495890,45367.290262
"C0100213186","M",0,1.882192,84150.822474
"C0100214000","M",2,0.156164,48007.751701
"C0100214699","S",0,0.764384,55877.864925
"C0100214862","",0,1.397260,78848.536637
"C0100214932","",0,-0.509589,88015.076144
"C0100215146","",1,2.898630,70900.906400
"C0100215671","",2,1.964384,61437.726981
"C0100216118","",0,2.539726,40312.814722
"C0100216364","S",4,2.539726,55253.456221
"C0100216386","S",4,0.564384,65320.291757
"C0100216462","",2,2.219178,67972.350230
"C0100217149","M",3,1.876712,88015.076144
"C0100217640","",0,0.772603,55960.264901
"C0100217792","M",2,1.767123,70278.328806
"C0100217808","S",1,2.912329,34998.931852
"C0100218138","",0,1.841096,85831.781976
"C0100218189","",2,1.613699,31475.264748
"C0100218358","",0,0.230137,58438.978240
"C0100218608","M",1,0.539726,55513.473922
"C0100218826","M",2,2.586301,42687.765130
"C0100218976","",1,-0.641096,85525.376141
"C0100219499","S",4,1.331507,55394.451735
"C0100219550","",1,0.416438,84214.911344
"C0100219638","",4,1.260274,61803.338725
"C0100220135","",0,0.369863,85480.819117
"C0100220238","S",3,0.208219,88015.076144
"C0100220336","S",2,1.041096,37961.058382
"C0100220588","S",0,2.347945,73230.079043
"C0100220707","M",4,0.802740,88015.076144
"C0100220789","",0,1.758904,62766.502884
"C0100221042","",0,1.928767,57033.295694
"C0100221093","S",0,1.084932,69647.206030
"C0100221614","",1,-0.482192,66442.762535
"C0100221929","",1,2.709589,55107.577746
"C0100222203","S",0,-0.857534,61283.303323
"C0100222252","M",1,2.783562,55804.010132
"C0100222612","M",4,-0.638356,55404.828028
"C0100223063","M",4,2.306849,59081.698050
"C0100223195","M",4,1.115068,28502.151555
"C0100223261","",1,0.789041,69204.687643
"C0100223714","",0,0.304110,43816.339610
"C0100223798","S",4,1.756164,46896.877956
"C0100223889","",0,2.090411,66988.433485
"C0100224117","",1,0.509589,58697.775201
"C0100224567","M",4,0.967123,45913.571581
"C0100224741","",1,1.808219,23910.946989
"C0100225255","M",1,2.032877,57625.965148
"C0100225343","M",1,1.950685,65214.087344
"C0100225477","S",0,0.194521,45541.856136
"C0100225503","",0,2.972603,84190.496536
"C0100225579","",1,1.052055,63931.699576
"C0100225672","",0,0.915068,71839.045381
"C0100225741","M",4,1.421918,81428.571429
"C0100225883","",1,2.131507,81440.168462
"C0100226140","",1,0.978082,50072.634053
"C0100226263","S",1,2.512329,41344.950713
"C0100226412","S",0,0.753425,55986.510819
"C0100226507","M",1,-0.835616,26174.810022
"C0100226521","",0,1.049315,88015.076144
"C0100226588","",0,2.879452,88015.076144
"C0100226698","M",1,0.528767,88015.076144
"C0100227043","M",2,0.498630,39920.957060
"C0100227066","",0,2.698630,41003.143406
"C0100227429","M",0,0.890411,65317.850276
"C0100229020","M",1,-0.619178,84371.776482
"C0100229138","",1,2.394521,39892.269662
"C0100229168","",2,-0.465753,58424.939726
"C0100229289","S",1,-0.561644,69318.216498
"C0100229574","",0,1.980822,88015.076144
"C0100229740","",3,2.512329,83659.474471
"C0100229957","S",4,2.580822,56986.297189
"C0100230610","M",1,2.158904,57308.572649
"C0100230651","S",1,0.849315,60737.632374
"C0100231284","M",1,-0.567123,69211.401715
"C0100231335","",0,2.835616,58352.305673
"C0100231527","S",0,1.621918,83659.474471
"C0100231731","S",0,2.978082,55350.505081
"C0100231928","M",1,2.504110,69584.337901
"C0100231935","",0,2.772603,65746.330149
"C0100231981","M",1,0.969863,40385.448775
"C0100232190","",0,1.167123,56707.968383
"C0100232348","S",0,0.821918,41111.789300
"C0100232774","M",0,-0.780822,31643.116550
"C0100233160","M",2,-0.561644,48301.950133
"C0100233253","",1,1.802740,39031.037324
"C0100234069","M",0,2.676712,46627.094333
"C0100234329","M",1,0.386301,88015.076144
"C0100234351","S",1,1.005479,69164.403211
"C0100234375","M",0,0.789041,41629.383221
"C0100234580","S",0,1.884932,69188.207648
"C0100234744","",0,2.605479,52522.049623
"C0100235222","S",4,2.054795,71820.734275
"C0100235347","",1,0.038356,56546.220283
"C0100235578","S",0,-0.608219,71488.082522
"C0100235648","S",0,2.778082,46625.263222
"C0100235833","S",0,1.753425,58973.662526
"C0100235896","M",2,1.786301,37917.722098
"C0100236317","",0,0.991781,56175.725578
"C0100236495","S",0,0.832877,60005.798517
"C0100236546","S",2,0.865753,84190.496536
"C0100236548","M",0,0.756164,61279.030732
"C0100236892","M",1,0.145205,56012.756737
"C0100237314","",1,0.117808,54055.299539
"C0100237576","M",3,2.693151,55800.347911
"C0100238419","",2,2.706849,78788.109989
"C0100238650","M",4,2.287671,30340.586566
"C0100238900","",1,2.819178,82107.913450
"C0100239102","",0,2.621918,64984.588153
"C0100239159","",2,2.956164,40915.250099
"C0100239706","",1,0.252055,50115.970336
"C0100239858","",3,0.024658,88015.076144
"C0100240294","M",0,1.780822,39796.441542
"C0100240363","S",0,1.572603,33923.459578
"C0100240599","S",0,2.654795,34809.106723
"C0100241070","",2,2.109589,71773.125401
"C0100241158","",0,-0.627397,41990.112003
"C0100241220","M",3,0.835616,52732.627338
"C0100241602","M",1,1.378082,45883.663442
"C0100241653","M",1,1.898630,88015.076144
"C0100242000","",0,2.964384,69169.286172
"C0100242056","",0,2.673973,68432.569353
"C0100242465","M",1,1.345205,60018.005921
"C0100243037","",0,-0.569863,56477.248451
"C0100243501","M",2,0.265753,19933.774834
"C0100243904","",0,2.619178,62801.904355
"C0100243986","S",1,0.687671,85502.792444
"C0100244662","M",1,1.824658,57600.939970
"C0100244844","M",1,0.838356,60709.555345
"C0100244981","M",3,1.432877,33908.810694
"C0100245017","",0,-0.632877,37482.528153
"C0100245091","",0,2.221918,61784.417249
"C0100245218","",2,2.964384,31349.528489
"C0100245322","S",4,0.802740,47967.467269
"C0100245694","M",1,2.643836,61091.647084
"C0100246610","",0,2.309589,30839.259011
"C0100246911","S",1,2.953425,69552.598651
"C0100247084","M",1,2.520548,51496.627705
"C0100247234","",0,1.791781,20444.654683
"C0100248056","",0,2.594521,48042.542802
"C0100248187","S",0,0.087671,27543.259987
"C0100248454","",1,1.106849,54251.228370
"C0100248601","M",1,1.005479,37958.616901
"C0100248615","S",1,1.800000,39442.426832
"C0100248643","",7,0.178082,61297.952208
"C0100249741","M",1,-0.668493,69338.358715
"C0100249820","",0,2.427397,46967.680898
"C0100249844","",0,1.484932,53181.249428
"C0100250110","M",1,2.076712,66985.992004
"C0100250548","",1,0.484932,55609.912412
"C0100250670","",0,0.167123,88015.076144
"C0100251340","S",0,2.969863,58688.619648
"C0100251417","S",0,0.079452,26964.629048
"C0100251430","S",2,0.276712,31321.451460
"C0100252295","",2,0.597260,51489.913633
"C0100253250","M",3,2.739726,65285.500656
"C0100253611","",0,1.030137,46007.568590
"C0100253891","",1,1.098630,56685.995056
"C0100253918","",3,0.682192,41086.153752
"C0100254633","M",1,3.000000,69959.105197
"C0100254832","",0,0.638356,58735.007782
"C0100254864","M",2,0.128767,69648.426771
"C0100255509","M",0,2.328767,34751.731925
"C0100255682","M",5,1.046575,41817.987609
"C0100255847","S",1,1.753425,45404.522843
"C0100256129","S",0,1.972603,42148.808252
"C0100256202","",1,2.331507,71760.917997
"C0100256393","S",0,1.498630,30252.693258
"C0100256707","S",1,1.076712,83659.474471
"C0100256753","S",0,0.197260,71022.980438
"C0100256849","S",0,1.208219,71456.953642
"C0100257232","S",0,0.194521,62131.107517
"C0100257777","",1,2.246575,17162.694174
"C0100257819","",0,0.884932,58647.114475
"C0100258313","S",0,1.630137,55035.554064
"C0100258532","",0,2.353425,66987.823115
"C0100259009","M",2,1.347945,56439.405499
"C0100261183","",0,0.898630,83718.680380
"C0100261314","S",0,0.534247,46592.913602
"C0100261438","M",1,2.873973,48020.569475
"C0100261578","M",4,0.002740,60209.662160
"C0100261625","S",0,1.010959,33591.418195
"C0100261683","S",1,2.726027,40979.338969
"C0100261894","S",0,1.161644,59442.426832
"C0100262558","S",1,0.290411,84371.776482
"C0100262865","",3,1.756164,70903.958251
"C0100263019","S",0,1.482192,30773.949400
"C0100263883","M",0,0.901370,73238.013855
"C0100264023","M",4,0.386301,63386.028626
"C0100264365","",4,-0.857534,37548.448134
"C0100264597","M",2,1.841096,70892.971587
"C0100265019","M",3,2.304110,23536.179693
"C0100265674","S",0,2.821918,55615.405744
"C0100265846","S",6,2.994521,68024.842067
"C0100266253","M",0,0.506849,57599.719230
"C0100266472","S",0,0.690411,67586.596271
"C0100267897","M",1,0.271233,41652.577288
"C0100268057","S",0,1.430137,83718.680380
"C0100268245","S",0,1.021918,84424.878689
"C0100268706","",2,0.347945,55961.485641
"C0100269138","",0,0.153425,41086.153752
"C0100269256","S",0,-0.624658,41620.838038
"C0100269347","S",1,0.827397,82107.913450
"C0100269556","",1,2.202740,70018.921476
"C0100269607","S",0,1.528767,41095.919675
"C0100269678","S",0,1.808219,41084.933012
"C0100270511","S",2,2.043836,62584.002197
"C0100270744","",0,2.893151,27022.614216
"C0100280415","M",7,0.246575,62618.793298
"C0100280484","S",2,1.619178,70724.509415
"C0100280569","S",3,2.704110,62406.994842
"C0100280730","S",3,2.632877,35861.384930
"C0100280763","M",1,2.375342,17778.557695
"C0100281288","M",2,-0.871233,42634.052553
"C0100282161","S",1,2.167123,56519.974364
"C0100282273","S",0,1.923288,47954.039125
"C0100282454","M",2,1.649315,47971.129490
"C0100282971","",0,2.920548,74116.336558
"C0100283082","",1,0.608219,62053.590503
"C0100283260","S",0,1.432877,33128.147221
"C0100283300","S",0,0.460274,83728.446303
"C0100283825","",1,1.854795,34751.731925
"C0100284374","",1,0.536986,65024.262215
"C0100284891","",0,0.536986,55301.675466
"C0100285453","",1,-0.684932,70323.496200
"C0100285584","",2,2.246575,62889.187292
"C0100285670","S",0,1.167123,70880.153813
"C0100287044","S",0,2.676712,74127.323222
"C0100287593","M",2,1.167123,36958.220161
"C0100287689","S",0,1.887671,88015.076144
"C0100288287","",3,2.942466,46625.873592
"C0100289019","S",0,-0.909589,43818.781091
"C0100290520","M",3,2.915068,56422.315134
"C0100290946","",0,2.498630,23620.410779
"C0100291050","M",3,0.071233,30473.647267
"C0100292253","",0,0.761644,45892.818995
"C0100292531","",1,2.989041,67958.922086
"C0100549639","M",2,1.610959,88015.076144
"C0100550832","S",0,0.600000,28162.785730
"C0100551691","",0,2.904110,32205.877865
"C0100553758","",0,0.778082,77119.968261
"C0100554002","",0,2.010959,57721.182897
"C0100554060","M",4,2.512329,63378.093814
"C0100554114","M",4,-0.676712,36226.386303
"C0100554149","M",1,1.315068,57006.439405
